Index,Country,Month,HarvestYear
80771,Vietnam,December,2018
80772,India,July,2018
80773,Thailand,June,2018
80774,Vietnam,January,2018
80775,India,January,2018
80776,Thailand,May,2018
80777,Vietnam,December,2018
80778,India,July,2018
80779,Thailand,June,2018
80780,Vietnam,January,2018
80781,India,January,2018
80782,Thailand,May,2018
80783,Vietnam,December,2018
80784,India,July,2018
80785,Thailand,June,2018
80786,Vietnam,January,2018
80787,India,January,2018
80788,Thailand,May,2018
80789,Vietnam,December,2018
80790,India,July,2018
80791,Thailand,June,2018
80792,Vietnam,January,2018
80793,India,January,2018
80794,Thailand,May,2018
80795,Vietnam,December,2018
80796,India,July,2018
80797,Thailand,June,2018
80798,Vietnam,January,2018
80799,Philippines,February,2018
80800,Phillippines,July,2018
80801,India,January,2018
80802,Thailand,May,2018
80803,Vietnam,December,2018
80804,India,July,2018
80805,Thailand,June,2018
80806,Vietnam,January,2018
80807,India,January,2018
80808,Thailand,May,2018
80809,Vietnam,December,2018
80810,India,July,2018
80811,Thailand,June,2018
80812,Vietnam,January,2018
80813,India,January,2018
80814,Thailand,May,2018
80815,Vietnam,December,2018
80816,India,July,2018
80817,Thailand,June,2018
80818,Vietnam,January,2018
80819,India,January,2018
80820,Thailand,May,2018
80821,Vietnam,December,2018
80822,India,July,2018
80823,Thailand,June,2018
80824,Vietnam,January,2018
80825,India,January,2018
80826,Thailand,May,2018
80827,Vietnam,December,2018
80828,India,July,2018
80829,Thailand,June,2018
80830,Vietnam,January,2018
80831,India,January,2018
80832,Thailand,May,2018
80833,Vietnam,December,2018
80834,India,July,2018
80835,Thailand,June,2018
80836,Vietnam,January,2018
80837,India,January,2018
80838,Thailand,May,2018
80839,Vietnam,December,2018
80840,India,July,2018
80841,Thailand,June,2018
80842,Vietnam,January,2018
80843,India,January,2018
80844,Thailand,May,2018
80845,Vietnam,December,2018
80846,India,July,2018
80847,Thailand,June,2018
80848,Vietnam,January,2018
80849,Philippines,February,2018
80850,Phillippines,July,2018
80851,India,January,2018
80852,Thailand,May,2018
80853,Vietnam,December,2018
80854,India,July,2018
80855,Thailand,June,2018
80856,Vietnam,January,2018
80857,India,January,2018
80858,Thailand,May,2018
80859,Vietnam,December,2018
80860,India,July,2018
80861,Thailand,June,2018
80862,Vietnam,January,2018
80863,India,January,2018
80864,Thailand,May,2018
80865,Vietnam,December,2018
80866,India,July,2018
80867,Thailand,June,2018
80868,Vietnam,January,2018
80869,India,January,2018
80870,Thailand,May,2018
80871,Vietnam,December,2018
80872,India,July,2018
80873,Thailand,June,2018
80874,Vietnam,January,2018
80875,India,January,2018
80876,Thailand,May,2018
80877,Vietnam,December,2018
80878,India,July,2018
80879,Thailand,June,2018
80880,Vietnam,January,2018
80881,India,January,2018
80882,Thailand,May,2018
80883,Vietnam,December,2018
80884,India,July,2018
80885,Thailand,June,2018
80886,Vietnam,January,2018
80887,India,January,2018
80888,Thailand,May,2018
80889,Vietnam,December,2018
80890,India,July,2018
80891,Thailand,June,2018
80892,Vietnam,January,2018
80893,India,January,2018
80894,Thailand,May,2018
80895,Vietnam,December,2018
80896,India,July,2018
80897,Thailand,June,2018
80898,Vietnam,January,2018
80899,Philippines,February,2018
80900,Phillippines,July,2018
80901,India,January,2018
80902,Thailand,May,2018
80903,Vietnam,December,2018
80904,India,July,2018
80905,Thailand,June,2018
80906,Vietnam,January,2018
80907,India,January,2018
80908,Thailand,May,2018
80909,Vietnam,December,2018
80910,India,July,2018
80911,Thailand,June,2018
80912,Vietnam,January,2018
80913,India,January,2018
80914,Thailand,May,2018
80915,Vietnam,December,2018
80916,India,July,2018
80917,Thailand,June,2018
80918,Vietnam,January,2018
80919,India,January,2018
80920,Thailand,May,2018
80921,Vietnam,December,2018
80922,India,July,2018
80923,Thailand,June,2018
80924,Vietnam,January,2018
80925,India,January,2018
80926,Thailand,May,2018
80927,Vietnam,December,2018
80928,India,July,2018
80929,Thailand,June,2018
80930,Vietnam,January,2018
80931,India,January,2018
80932,Thailand,May,2018
80933,Vietnam,December,2018
80934,India,July,2018
80935,Thailand,June,2018
80936,Vietnam,January,2018
80937,India,January,2018
80938,Thailand,May,2018
80939,Vietnam,December,2018
80940,India,July,2018
80941,Thailand,June,2018
80942,Vietnam,January,2018
80943,India,January,2018
80944,Thailand,May,2018
80945,Vietnam,December,2018
80946,India,July,2018
80947,Thailand,June,2018
80948,Vietnam,January,2018
80949,Philippines,February,2018
80950,Phillippines,July,2018
80951,India,January,2018
80952,Thailand,May,2018
80953,Vietnam,December,2018
80954,India,July,2018
80955,Thailand,June,2018
80956,Vietnam,January,2018
80957,India,January,2018
80958,Thailand,May,2018
80959,Vietnam,December,2018
80960,India,July,2018
80961,Thailand,June,2018
80962,Vietnam,January,2018
80963,India,January,2018
80964,Thailand,May,2018
80965,Vietnam,December,2018
80966,India,July,2018
80967,Thailand,June,2018
80968,Vietnam,January,2018
80969,India,January,2018
80970,Thailand,May,2018
80971,Vietnam,December,2018
80972,India,July,2018
80973,Thailand,June,2018
80974,Vietnam,January,2018
80975,India,January,2018
80976,Thailand,May,2018
80977,Vietnam,December,2018
80978,India,July,2018
80979,Thailand,June,2018
80980,Vietnam,January,2018
80981,India,January,2018
80982,Thailand,May,2018
80983,Vietnam,December,2018
80984,India,July,2018
80985,Thailand,June,2018
80986,Vietnam,January,2018
80987,India,January,2018
80988,Thailand,May,2018
80989,Vietnam,December,2018
80990,India,July,2018
80991,Thailand,June,2018
80992,Vietnam,January,2018
80993,India,January,2018
80994,Thailand,May,2018
80995,Vietnam,December,2018
80996,India,July,2018
80997,Thailand,June,2018
80998,Vietnam,January,2018
80999,Philippines,February,2018
81000,Phillippines,July,2018
81001,India,January,2018
81002,Thailand,May,2018
81003,Vietnam,December,2018
81004,India,July,2018
81005,Thailand,June,2018
81006,Vietnam,January,2018
81007,India,January,2018
81008,Thailand,May,2018
81009,Vietnam,December,2018
81010,India,July,2018
81011,Thailand,June,2018
81012,Vietnam,January,2018
81013,India,January,2018
81014,Thailand,May,2018
81015,Vietnam,December,2018
81016,India,July,2018
81017,Thailand,June,2018
81018,Vietnam,January,2018
81019,India,January,2018
81020,Thailand,May,2018
81021,Vietnam,December,2018
81022,India,July,2018
81023,Thailand,June,2018
81024,Vietnam,January,2018
81025,India,January,2018
81026,Thailand,May,2018
81027,Vietnam,December,2018
81028,India,July,2018
81029,Thailand,June,2018
81030,Vietnam,January,2018
81031,India,January,2018
81032,Thailand,May,2018
81033,Vietnam,December,2018
81034,India,July,2018
81035,Thailand,June,2018
81036,Vietnam,January,2018
81037,India,January,2018
81038,Thailand,May,2018
81039,Vietnam,December,2018
81040,India,July,2018
81041,Thailand,June,2018
81042,Vietnam,January,2018
81043,India,January,2018
81044,Thailand,May,2018
81045,Vietnam,December,2018
81046,India,July,2018
81047,Thailand,June,2018
81048,Vietnam,January,2018
81049,Philippines,February,2018
81050,Phillippines,July,2018
81051,India,January,2018
81052,Thailand,May,2018
81053,Vietnam,December,2018
81054,India,July,2018
81055,Thailand,June,2018
81056,Vietnam,January,2018
81057,India,January,2018
81058,Thailand,May,2018
81059,Vietnam,December,2018
81060,India,July,2018
81061,Thailand,June,2018
81062,Vietnam,January,2018
81063,India,January,2018
81064,Thailand,May,2018
81065,Vietnam,December,2018
81066,India,July,2018
81067,Thailand,June,2018
81068,Vietnam,January,2018
81069,India,January,2018
81070,Thailand,May,2018
81071,Vietnam,December,2018
81072,India,July,2018
81073,Thailand,June,2018
81074,Vietnam,January,2018
81075,India,January,2018
81076,Thailand,May,2018
81077,Vietnam,December,2018
81078,India,July,2018
81079,Thailand,June,2018
81080,Vietnam,January,2018
81081,India,January,2018
81082,Thailand,May,2018
81083,Vietnam,December,2018
81084,India,July,2018
81085,Thailand,June,2018
81086,Vietnam,January,2018
81087,India,January,2018
81088,Thailand,May,2018
81089,Vietnam,December,2018
81090,India,July,2018
81091,Thailand,June,2018
81092,Vietnam,January,2018
81093,India,January,2018
81094,Thailand,May,2018
81095,Vietnam,December,2018
81096,India,July,2018
81097,Thailand,June,2018
81098,Vietnam,January,2018
81099,Philippines,February,2018
81100,Phillippines,July,2018
81101,India,January,2018
81102,Thailand,May,2018
81103,Vietnam,December,2018
81104,India,July,2018
81105,Thailand,June,2018
81106,Vietnam,January,2018
81107,India,January,2018
81108,Thailand,May,2018
81109,Vietnam,December,2018
81110,India,July,2018
81111,Thailand,June,2018
81112,Vietnam,January,2018
81113,India,January,2018
81114,Thailand,May,2018
81115,Vietnam,December,2018
81116,India,July,2018
81117,Thailand,June,2018
81118,Vietnam,January,2018
81119,India,January,2018
81120,Thailand,May,2018
81121,Vietnam,December,2018
81122,India,July,2018
81123,Thailand,June,2018
81124,Vietnam,January,2018
81125,India,January,2018
81126,Thailand,May,2018
81127,Vietnam,December,2018
81128,India,July,2018
81129,Thailand,June,2018
81130,Vietnam,January,2018
81131,India,January,2018
81132,Thailand,May,2018
81133,Vietnam,December,2018
81134,India,July,2018
81135,Thailand,June,2018
81136,Vietnam,January,2018
81137,India,January,2018
81138,Thailand,May,2018
81139,Vietnam,December,2018
81140,India,July,2018
81141,Thailand,June,2018
81142,Vietnam,January,2018
81143,India,January,2018
81144,Thailand,May,2018
81145,Vietnam,December,2018
81146,India,July,2018
81147,Thailand,June,2018
81148,Vietnam,January,2018
81149,Philippines,February,2018
81150,Phillippines,July,2018
81151,India,January,2018
81152,Thailand,May,2018
81153,Vietnam,December,2018
81154,India,July,2018
81155,Thailand,June,2018
81156,Vietnam,January,2018
81157,India,January,2018
81158,Thailand,May,2018
81159,Vietnam,December,2018
81160,India,July,2018
81161,Thailand,June,2018
81162,Vietnam,January,2018
81163,India,January,2018
81164,Thailand,May,2018
81165,Vietnam,December,2018
81166,India,July,2018
81167,Thailand,June,2018
81168,Vietnam,January,2018
81169,India,January,2018
81170,Thailand,May,2018
81171,Vietnam,December,2018
81172,India,July,2018
81173,Thailand,June,2018
81174,Vietnam,January,2018
81175,India,January,2018
81176,Thailand,May,2018
81177,Vietnam,December,2018
81178,India,July,2018
81179,Thailand,June,2018
81180,Vietnam,January,2018
81181,India,January,2018
81182,Thailand,May,2018
81183,Vietnam,December,2018
81184,India,July,2018
81185,Thailand,June,2018
81186,Vietnam,January,2018
81187,India,January,2018
81188,Thailand,May,2018
81189,Vietnam,December,2018
81190,India,July,2018
81191,Thailand,June,2018
81192,Vietnam,January,2018
81193,India,January,2018
81194,Thailand,May,2018
81195,Vietnam,December,2018
81196,India,July,2018
81197,Thailand,June,2018
81198,Vietnam,January,2018
81199,Philippines,February,2018
81200,Phillippines,July,2018
81201,India,January,2018
81202,Thailand,May,2018
81203,Vietnam,December,2018
81204,India,July,2018
81205,Thailand,June,2018
81206,Vietnam,January,2018
81207,India,January,2018
81208,Thailand,May,2018
81209,Vietnam,December,2018
81210,India,July,2018
81211,Thailand,June,2018
81212,Vietnam,January,2018
81213,India,January,2018
81214,Thailand,May,2018
81215,Vietnam,December,2018
81216,India,July,2018
81217,Thailand,June,2018
81218,Vietnam,January,2018
81219,India,January,2018
81220,Thailand,May,2018
81221,Vietnam,December,2018
81222,India,July,2018
81223,Thailand,June,2018
81224,Vietnam,January,2018
81225,India,January,2018
81226,Thailand,May,2018
81227,Vietnam,December,2018
81228,India,July,2018
81229,Thailand,June,2018
81230,Vietnam,January,2018
81231,India,January,2018
81232,Thailand,May,2018
81233,Vietnam,December,2018
81234,India,July,2018
81235,Thailand,June,2018
81236,Vietnam,January,2018
81237,India,January,2018
81238,Thailand,May,2018
81239,Vietnam,December,2018
81240,India,July,2018
81241,Thailand,June,2018
81242,Vietnam,January,2018
81243,India,January,2018
81244,Thailand,May,2018
81245,Vietnam,December,2018
81246,India,July,2018
81247,Thailand,June,2018
81248,Vietnam,January,2018
81249,Philippines,February,2018
81250,Phillippines,July,2018
81251,India,January,2018
81252,Thailand,May,2018
81253,Vietnam,December,2018
81254,India,July,2018
81255,Thailand,June,2018
81256,Vietnam,January,2018
81257,India,January,2018
81258,Thailand,May,2018
81259,Vietnam,December,2018
81260,India,July,2018
81261,Thailand,June,2018
81262,Vietnam,January,2018
81263,India,January,2018
81264,Thailand,May,2018
81265,Vietnam,December,2018
81266,India,July,2018
81267,Thailand,June,2018
81268,Vietnam,January,2018
81269,India,January,2018
81270,Thailand,May,2018
81271,Vietnam,December,2018
81272,India,July,2018
81273,Thailand,June,2018
81274,Vietnam,January,2018
81275,India,January,2018
81276,Thailand,May,2018
81277,Vietnam,December,2018
81278,India,July,2018
81279,Thailand,June,2018
81280,Vietnam,January,2018
81281,India,January,2018
81282,Thailand,May,2018
81283,Vietnam,December,2018
81284,India,July,2018
81285,Thailand,June,2018
81286,Vietnam,January,2018
81287,India,January,2018
81288,Thailand,May,2018
81289,Vietnam,December,2018
81290,India,July,2018
81291,Thailand,June,2018
81292,Vietnam,January,2018
81293,India,January,2018
81294,Thailand,May,2018
81295,Vietnam,December,2018
81296,India,July,2018
81297,Thailand,June,2018
81298,Vietnam,January,2018
81299,Philippines,February,2018
81300,Phillippines,July,2018
81301,India,January,2018
81302,Thailand,May,2018
81303,Vietnam,December,2018
81304,India,July,2018
81305,Thailand,June,2018
81306,Vietnam,January,2018
81307,India,January,2018
81308,Thailand,May,2018
81309,Vietnam,December,2018
81310,India,July,2018
81311,Thailand,June,2018
81312,Vietnam,January,2018
81313,India,January,2018
81314,Thailand,May,2018
81315,Vietnam,December,2018
81316,India,July,2018
81317,Thailand,June,2018
81318,Vietnam,January,2018
81319,India,January,2018
81320,Thailand,May,2018
81321,Vietnam,December,2018
81322,India,July,2018
81323,Thailand,June,2018
81324,Vietnam,January,2018
81325,India,January,2018
81326,Thailand,May,2018
81327,Vietnam,December,2018
81328,India,July,2018
81329,Thailand,June,2018
81330,Vietnam,January,2018
81331,India,January,2018
81332,Thailand,May,2018
81333,Vietnam,December,2018
81334,India,July,2018
81335,Thailand,June,2018
81336,Vietnam,January,2018
81337,India,January,2018
81338,Thailand,May,2018
81339,Vietnam,December,2018
81340,India,July,2018
81341,Thailand,June,2018
81342,Vietnam,January,2018
81343,India,January,2018
81344,Thailand,May,2018
81345,Vietnam,December,2018
81346,India,July,2018
81347,Thailand,June,2018
